transaction_id,customer_id,timestamp,transaction_type,amount,location
T1382,C936,2025-03-24 10:57:38,Withdrawal,2418.95,Bangalore
T1383,C746,2025-02-13 19:22:39,Deposit,3710.63,Bangalore
T1384,C965,2025-01-25 12:04:14,Withdrawal,1943.47,Bangalore
T1385,C667,2025-03-10 09:52:30,Deposit,889.99,Mumbai
T1386,C900,2025-01-28 07:04:35,Deposit,4226.17,Mumbai
T1387,C281,2025-03-11 13:19:38,Deposit,2220.99,Mumbai
T1388,C922,2025-02-08 21:02:37,Withdrawal,231.62,Hyderabad
T1389,C978,2025-02-06 13:38:36,Withdrawal,3555.1,Delhi
T1390,C601,2025-02-09 00:58:47,Withdrawal,3968.31,Mumbai
T1391,C227,2025-03-28 03:37:37,Withdrawal,2157.6,Mumbai
T1392,C471,2025-02-09 20:47:28,Deposit,434.82,Bangalore
T1393,C343,2025-02-03 03:11:38,Deposit,1893.99,Bangalore
T1394,C524,2025-01-27 23:18:40,Deposit,744.01,Delhi
T1395,C135,2025-03-22 21:12:20,Withdrawal,955.25,Bangalore
T1396,C439,2025-03-01 11:45:31,Withdrawal,3326.06,Bangalore
T1397,C460,2025-02-21 07:00:10,Deposit,2805.31,Mumbai
T1398,C885,2025-01-13 23:22:01,Deposit,2479.88,Delhi
T1399,C145,2025-02-15 13:24:59,Withdrawal,230.82,Chennai
T1400,C613,2025-03-18 14:23:39,Withdrawal,2912.0,Hyderabad
T1401,C653,2025-01-02 01:05:36,Withdrawal,4661.65,Chennai
T1402,C212,2025-02-22 22:50:39,Deposit,3643.25,Hyderabad
T1403,C797,2025-02-02 07:29:32,Deposit,4615.13,Chennai
T1404,C127,2025-03-08 07:51:53,Withdrawal,960.05,Delhi
T1405,C327,2025-03-17 22:14:49,Withdrawal,3002.34,Delhi
T1406,C570,2025-03-29 08:36:52,Deposit,1964.77,Mumbai
T1407,C886,2025-03-13 08:00:23,Withdrawal,2078.38,Bangalore
T1408,C701,2025-01-24 02:50:23,Deposit,2229.23,Delhi
T1409,C676,2025-01-19 15:38:12,Withdrawal,4745.27,Delhi
T1410,C995,2025-02-12 23:02:12,Deposit,2170.23,Delhi
T1411,C998,2025-02-08 01:41:48,Deposit,4778.43,Mumbai
T1412,C468,2025-01-03 15:06:41,Withdrawal,4496.14,Mumbai
T1413,C624,2025-01-25 17:44:05,Withdrawal,3752.98,Mumbai
T1414,C597,2025-02-17 08:07:30,Withdrawal,159.22,Delhi
T1415,C197,2025-03-30 11:04:43,Deposit,492.15,Hyderabad
T1416,C474,2025-01-01 09:41:02,Withdrawal,2831.71,Bangalore
T1417,C958,2025-02-07 21:43:08,Deposit,2559.58,Chennai
T1418,C178,2025-01-24 01:34:17,Withdrawal,2856.97,Mumbai
T1419,C897,2025-01-02 17:06:27,Deposit,3571.15,Chennai
T1420,C777,2025-01-02 08:32:41,Withdrawal,2510.86,Delhi
T1421,C578,2025-01-16 20:44:05,Withdrawal,2132.05,Hyderabad
T1422,C906,2025-03-09 17:40:49,Withdrawal,1244.73,Delhi
T1423,C415,2025-01-12 13:26:42,Deposit,3305.53,Chennai
T1424,C524,2025-03-27 15:51:17,Withdrawal,4014.58,Hyderabad
T1425,C613,2025-01-06 10:02:11,Withdrawal,381.93,Chennai
T1426,C583,2025-03-16 16:10:16,Deposit,2042.3,Hyderabad
T1427,C222,2025-01-21 13:45:11,Deposit,3205.81,Bangalore
T1428,C276,2025-02-13 12:42:13,Withdrawal,4275.33,Chennai
T1429,C291,2025-01-18 03:06:40,Deposit,4017.21,Hyderabad
T1430,C272,2025-02-17 06:37:00,Deposit,2936.98,Hyderabad
T1431,C964,2025-02-16 18:25:18,Withdrawal,706.63,Mumbai
T1432,C837,2025-01-06 00:48:48,Withdrawal,4016.12,Delhi
T1433,C157,2025-01-21 05:39:39,Deposit,3318.73,Delhi
T1434,C257,2025-01-04 14:19:18,Deposit,4575.71,Chennai
T1435,C779,2025-01-29 15:45:45,Withdrawal,3175.14,Hyderabad
T1436,C155,2025-01-09 17:17:19,Withdrawal,676.05,Chennai
T1437,C419,2025-02-07 01:20:33,Withdrawal,4556.33,Hyderabad
T1438,C855,2025-01-21 07:12:56,Withdrawal,521.94,Bangalore
T1439,C596,2025-03-02 01:16:16,Withdrawal,3290.97,Mumbai
T1440,C411,2025-01-03 19:42:10,Withdrawal,2574.28,Mumbai
T1441,C739,2025-01-23 23:42:19,Deposit,3191.38,Mumbai
T1442,C447,2025-03-04 21:48:29,Withdrawal,1613.87,Bangalore
T1443,C878,2025-02-03 20:57:39,Deposit,379.4,Bangalore
T1444,C180,2025-03-05 07:14:33,Deposit,2495.96,Delhi
T1445,C260,2025-01-26 23:51:15,Deposit,2912.56,Hyderabad
T1446,C108,2025-02-08 06:35:39,Deposit,2711.69,Chennai
T1447,C208,2025-01-29 08:13:10,Deposit,4985.18,Hyderabad
T1448,C156,2025-02-05 07:20:00,Withdrawal,3492.39,Bangalore
T1449,C807,2025-01-09 02:17:05,Deposit,886.4,Mumbai
T1450,C796,2025-01-29 05:38:47,Withdrawal,4238.78,Chennai
T1451,C893,2025-01-15 10:08:45,Withdrawal,4873.84,Chennai
T1452,C790,2025-03-20 05:18:11,Withdrawal,1367.03,Hyderabad
T1453,C108,2025-03-15 02:29:13,Deposit,4849.17,Bangalore
T1454,C872,2025-03-16 01:24:40,Deposit,499.66,Chennai
T1455,C508,2025-03-05 01:26:51,Deposit,970.91,Mumbai
T1456,C724,2025-01-11 05:15:02,Deposit,2079.42,Chennai
T1457,C641,2025-03-15 19:38:14,Deposit,1070.09,Chennai
T1458,C824,2025-01-06 06:11:54,Withdrawal,3436.04,Delhi
T1459,C161,2025-02-28 14:59:55,Withdrawal,4032.0,Chennai
T1460,C113,2025-03-12 08:23:14,Withdrawal,4678.95,Mumbai
T1461,C594,2025-04-01 13:49:50,Withdrawal,3981.9,Delhi
T1462,C240,2025-03-30 20:32:14,Deposit,3411.3,Delhi
T1463,C519,2025-03-20 14:24:05,Deposit,2608.56,Hyderabad
T1464,C896,2025-03-30 02:59:54,Withdrawal,4252.12,Delhi
T1465,C750,2025-03-14 16:24:44,Withdrawal,2556.36,Chennai
T1466,C844,2025-02-02 03:25:48,Deposit,2649.59,Hyderabad
T1467,C274,2025-01-25 04:05:36,Withdrawal,2695.94,Mumbai
T1468,C430,2025-01-11 03:33:28,Withdrawal,3187.02,Hyderabad
T1469,C121,2025-03-08 12:35:01,Deposit,1554.74,Bangalore
T1470,C533,2025-01-19 18:31:05,Withdrawal,3615.34,Mumbai
T1471,C682,2025-01-22 18:36:52,Deposit,2473.41,Hyderabad
T1472,C118,2025-02-08 12:05:30,Withdrawal,4385.35,Chennai
T1473,C883,2025-02-16 10:13:19,Deposit,426.57,Hyderabad
T1474,C404,2025-01-05 03:26:54,Withdrawal,3447.81,Bangalore
T1475,C324,2025-01-26 23:39:39,Withdrawal,906.27,Delhi
T1476,C629,2025-03-07 22:20:51,Withdrawal,4853.15,Hyderabad
T1477,C210,2025-01-03 12:38:45,Deposit,4366.27,Hyderabad
T1478,C937,2025-02-03 17:44:19,Withdrawal,3343.17,Mumbai
T1479,C655,2025-03-09 01:00:51,Withdrawal,3103.95,Hyderabad
T1480,C323,2025-02-22 06:41:08,Deposit,3627.82,Chennai
T1481,C710,2025-03-13 11:39:50,Deposit,3037.39,Hyderabad
T1482,C493,2025-03-12 12:47:09,Deposit,147.38,Chennai
T1483,C802,2025-03-06 00:59:07,Withdrawal,567.73,Mumbai
T1484,C421,2025-02-07 14:19:08,Deposit,620.37,Hyderabad
T1485,C677,2025-03-31 10:52:29,Withdrawal,3894.56,Mumbai
T1486,C574,2025-03-07 00:46:29,Withdrawal,3787.62,Bangalore
T1487,C377,2025-01-11 11:22:18,Deposit,4063.36,Bangalore
T1488,C920,2025-01-07 11:33:08,Deposit,3962.39,Chennai
T1489,C910,2025-01-02 13:20:17,Deposit,255.16,Mumbai
T1490,C511,2025-03-27 23:21:09,Deposit,114.83,Mumbai
T1491,C811,2025-03-09 05:36:59,Withdrawal,1193.47,Hyderabad
T1492,C793,2025-01-22 23:00:36,Withdrawal,2829.45,Bangalore
T1493,C630,2025-01-09 23:28:34,Withdrawal,4128.21,Chennai
T1494,C939,2025-03-04 23:55:28,Deposit,3853.52,Hyderabad
T1495,C437,2025-03-19 02:25:27,Withdrawal,4791.45,Mumbai
T1496,C543,2025-03-25 13:28:30,Deposit,2114.76,Hyderabad
T1497,C281,2025-02-09 23:18:29,Deposit,1789.4,Bangalore
T1498,C515,2025-01-19 16:18:46,Withdrawal,4227.79,Mumbai
T1499,C171,2025-02-22 01:38:20,Withdrawal,3303.49,Delhi
T1500,C756,2025-01-29 08:58:29,Withdrawal,1038.15,Hyderabad
T1501,C616,2025-01-13 22:42:28,Deposit,1191.39,Bangalore
T1502,C124,2025-01-24 21:32:47,Withdrawal,299.47,Hyderabad
T1503,C981,2025-03-26 00:50:36,Withdrawal,905.86,Chennai
T1504,C608,2025-02-04 16:49:44,Withdrawal,4869.81,Chennai
T1505,C387,2025-02-09 09:35:23,Withdrawal,660.61,Delhi
T1506,C431,2025-01-03 03:00:21,Withdrawal,4227.78,Chennai
T1507,C601,2025-01-02 06:01:08,Withdrawal,3042.9,Chennai
T1508,C602,2025-02-16 00:27:55,Withdrawal,1032.53,Delhi
T1509,C716,2025-01-12 22:05:19,Deposit,3730.66,Hyderabad
T1510,C679,2025-03-07 07:17:26,Deposit,4977.55,Mumbai
T1511,C805,2025-01-25 04:59:15,Withdrawal,2381.86,Mumbai
T1512,C699,2025-01-28 13:02:57,Withdrawal,3711.03,Mumbai
T1513,C685,2025-02-09 14:10:59,Deposit,656.29,Bangalore
T1514,C521,2025-01-02 05:33:58,Deposit,4026.17,Hyderabad
T1515,C745,2025-03-24 18:08:59,Deposit,2636.14,Bangalore
T1516,C127,2025-03-20 23:19:37,Deposit,3356.24,Bangalore
T1517,C230,2025-03-03 04:33:20,Withdrawal,3964.11,Hyderabad
T1518,C498,2025-02-26 05:57:41,Withdrawal,3776.18,Hyderabad
T1519,C113,2025-01-06 02:08:21,Withdrawal,3552.48,Mumbai
T1520,C439,2025-02-08 02:10:33,Withdrawal,4007.55,Hyderabad
T1521,C237,2025-03-08 22:58:25,Withdrawal,2786.58,Delhi
T1522,C581,2025-01-01 15:32:47,Withdrawal,1992.77,Chennai
T1523,C536,2025-03-09 11:40:49,Deposit,2324.64,Hyderabad
T1524,C298,2025-01-25 17:11:26,Deposit,4197.32,Mumbai
T1525,C985,2025-02-01 02:47:36,Deposit,4810.17,Hyderabad
T1526,C477,2025-02-14 00:23:34,Withdrawal,4648.83,Hyderabad
T1527,C532,2025-03-27 08:01:12,Deposit,4763.09,Delhi
T1528,C672,2025-01-28 15:53:14,Deposit,1841.81,Chennai
T1529,C572,2025-01-22 13:03:17,Withdrawal,416.57,Mumbai
T1530,C604,2025-01-16 08:00:02,Deposit,852.21,Bangalore
T1531,C542,2025-03-05 06:19:31,Withdrawal,4372.17,Mumbai
T1532,C928,2025-03-18 03:23:04,Withdrawal,425.43,Chennai
T1533,C161,2025-03-27 01:40:49,Deposit,1213.02,Hyderabad
T1534,C914,2025-03-28 06:55:11,Deposit,2895.27,Delhi
T1535,C315,2025-02-09 15:53:10,Withdrawal,2282.11,Bangalore
T1536,C867,2025-01-09 05:08:58,Deposit,2830.78,Bangalore
T1537,C126,2025-03-06 15:12:22,Withdrawal,300.11,Bangalore
T1538,C876,2025-02-22 08:52:01,Deposit,1084.05,Hyderabad
T1539,C522,2025-02-21 11:31:31,Deposit,1037.19,Mumbai
T1540,C146,2025-01-22 20:22:33,Deposit,4764.2,Bangalore
T1541,C921,2025-02-05 20:45:54,Deposit,1314.5,Hyderabad
T1542,C484,2025-01-27 13:59:41,Withdrawal,685.4,Hyderabad
T1543,C162,2025-03-21 22:57:24,Withdrawal,595.35,Mumbai
T1544,C440,2025-03-21 01:53:45,Withdrawal,162.52,Delhi
T1545,C669,2025-03-23 20:09:54,Withdrawal,794.45,Chennai
T1546,C997,2025-02-20 08:51:32,Withdrawal,430.61,Hyderabad
T1547,C326,2025-03-28 14:54:18,Withdrawal,3778.13,Chennai
T1548,C782,2025-03-04 14:01:38,Deposit,1679.81,Delhi
T1549,C642,2025-01-04 11:29:10,Withdrawal,2772.84,Mumbai
T1550,C466,2025-02-13 14:40:47,Withdrawal,4736.54,Hyderabad
T1551,C573,2025-02-03 14:04:08,Withdrawal,2259.27,Hyderabad
T1552,C810,2025-03-05 23:40:46,Deposit,1685.02,Hyderabad
T1553,C560,2025-03-06 05:45:44,Deposit,3770.78,Bangalore
T1554,C176,2025-02-25 17:32:22,Deposit,1716.48,Delhi
T1555,C645,2025-04-01 19:44:35,Deposit,4993.62,Chennai
T1556,C509,2025-03-05 13:20:17,Deposit,1727.66,Delhi
T1557,C818,2025-03-30 09:54:16,Withdrawal,3543.33,Delhi
T1558,C991,2025-02-04 06:01:47,Withdrawal,1238.38,Mumbai
T1559,C595,2025-02-26 02:01:19,Withdrawal,974.6,Hyderabad
T1560,C675,2025-02-15 18:45:06,Withdrawal,845.88,Hyderabad
T1561,C827,2025-02-09 22:10:04,Deposit,1541.61,Hyderabad
T1562,C900,2025-02-23 14:01:21,Deposit,1588.4,Hyderabad
T1563,C371,2025-01-17 02:10:31,Deposit,393.13,Hyderabad
T1564,C160,2025-03-05 05:26:21,Deposit,1710.92,Bangalore
T1565,C782,2025-01-17 16:39:42,Deposit,2169.24,Chennai
T1566,C811,2025-02-17 17:01:25,Deposit,3424.19,Chennai
T1567,C726,2025-01-12 06:15:31,Deposit,4561.98,Bangalore
T1568,C255,2025-03-17 20:58:08,Deposit,3497.48,Mumbai
T1569,C919,2025-02-20 15:08:14,Withdrawal,954.03,Mumbai
T1570,C180,2025-01-06 19:52:02,Deposit,993.14,Delhi
T1571,C373,2025-02-03 08:52:20,Deposit,1778.11,Delhi
T1572,C448,2025-02-14 19:59:00,Deposit,3240.0,Mumbai
T1573,C314,2025-02-08 22:16:07,Withdrawal,4253.54,Chennai
T1574,C773,2025-02-21 21:07:32,Withdrawal,4475.9,Bangalore
T1575,C958,2025-03-28 20:29:21,Deposit,163.09,Mumbai
T1576,C234,2025-02-09 16:58:32,Deposit,3032.71,Mumbai
T1577,C779,2025-03-17 17:51:20,Deposit,2151.67,Delhi
T1578,C716,2025-01-17 06:43:16,Deposit,4611.86,Mumbai
T1579,C172,2025-01-26 14:19:22,Withdrawal,1805.69,Hyderabad
T1580,C917,2025-03-06 06:21:32,Deposit,1672.7,Mumbai
T1581,C755,2025-01-08 01:13:59,Withdrawal,1713.15,Chennai
T1582,C467,2025-03-30 19:12:26,Withdrawal,3173.56,Bangalore
T1583,C197,2025-03-04 04:02:14,Withdrawal,4175.72,Mumbai
T1584,C604,2025-02-22 20:36:31,Deposit,3763.16,Hyderabad
T1585,C426,2025-02-23 11:01:56,Withdrawal,4821.62,Delhi
T1586,C151,2025-03-24 22:23:43,Withdrawal,924.42,Chennai
T1587,C905,2025-01-26 02:01:46,Withdrawal,2906.37,Chennai
T1588,C899,2025-03-17 14:18:27,Deposit,1768.11,Hyderabad
T1589,C716,2025-03-11 17:55:02,Withdrawal,1253.13,Hyderabad
T1590,C380,2025-03-09 15:21:34,Withdrawal,2083.76,Chennai
T1591,C914,2025-01-24 15:19:07,Deposit,3370.93,Chennai
T1592,C571,2025-02-17 12:13:30,Deposit,2140.03,Bangalore
T1593,C798,2025-02-27 06:37:37,Withdrawal,4363.82,Bangalore
T1594,C735,2025-01-31 04:24:31,Withdrawal,3905.42,Hyderabad
T1595,C475,2025-03-08 18:11:32,Withdrawal,842.27,Delhi
T1596,C125,2025-01-12 00:20:12,Withdrawal,4449.37,Bangalore
T1597,C867,2025-02-24 01:59:53,Withdrawal,4131.46,Delhi
T1598,C564,2025-01-13 05:48:58,Withdrawal,4825.73,Chennai
T1599,C377,2025-03-03 16:09:48,Withdrawal,1102.12,Chennai
T1600,C896,2025-03-28 08:52:42,Withdrawal,3787.37,Hyderabad
T1601,C397,2025-02-11 00:25:53,Withdrawal,4109.36,Hyderabad
T1602,C571,2025-02-15 08:41:09,Withdrawal,2871.9,Hyderabad
T1603,C782,2025-02-15 11:39:39,Withdrawal,172.26,Mumbai
T1604,C370,2025-01-09 13:39:36,Deposit,4980.35,Chennai
T1605,C783,2025-01-26 07:12:54,Deposit,861.69,Mumbai
T1606,C520,2025-02-04 07:47:50,Deposit,4308.76,Chennai
T1607,C979,2025-01-13 06:28:07,Deposit,4909.74,Hyderabad
T1608,C185,2025-01-24 10:59:46,Withdrawal,729.82,Hyderabad
T1609,C148,2025-01-24 11:10:13,Deposit,1042.04,Bangalore
T1610,C523,2025-03-23 10:29:58,Deposit,4971.66,Bangalore
T1611,C239,2025-01-25 13:04:29,Deposit,1596.48,Delhi
T1612,C570,2025-03-16 02:21:38,Deposit,2104.83,Delhi
T1613,C392,2025-01-16 15:54:59,Deposit,1499.38,Hyderabad
T1614,C619,2025-02-11 08:52:59,Deposit,3603.44,Hyderabad
T1615,C413,2025-03-27 12:54:49,Deposit,1249.67,Bangalore
T1616,C964,2025-02-26 19:12:51,Deposit,2678.26,Delhi
T1617,C473,2025-03-08 01:15:58,Withdrawal,1033.81,Hyderabad
T1618,C961,2025-02-19 23:21:15,Withdrawal,1748.27,Chennai
T1619,C896,2025-01-07 07:37:24,Deposit,907.92,Chennai
T1620,C415,2025-02-09 11:41:35,Deposit,410.66,Chennai
T1621,C587,2025-01-23 16:13:04,Deposit,768.75,Bangalore
T1622,C441,2025-02-03 08:34:54,Withdrawal,4479.49,Chennai
T1623,C245,2025-01-15 11:00:16,Deposit,2286.41,Hyderabad
T1624,C109,2025-01-02 08:55:53,Withdrawal,4233.86,Delhi
T1625,C584,2025-02-16 22:53:02,Deposit,4804.97,Chennai
T1626,C527,2025-03-13 18:08:43,Withdrawal,4717.27,Delhi
T1627,C122,2025-03-10 18:10:43,Withdrawal,2907.47,Delhi
T1628,C360,2025-01-10 05:53:58,Deposit,2480.85,Delhi
T1629,C646,2025-01-17 05:20:05,Withdrawal,2379.09,Bangalore
T1630,C175,2025-01-14 05:54:19,Deposit,3845.56,Mumbai
T1631,C696,2025-02-21 21:29:43,Withdrawal,1116.51,Mumbai
T1632,C823,2025-01-01 09:23:33,Withdrawal,575.6,Chennai
T1633,C188,2025-03-02 00:06:45,Deposit,1655.02,Mumbai
T1634,C457,2025-01-18 17:40:57,Withdrawal,3205.94,Bangalore
T1635,C974,2025-03-03 17:48:54,Deposit,4939.25,Chennai
T1636,C169,2025-03-14 11:36:52,Deposit,296.77,Chennai
T1637,C797,2025-03-30 20:17:50,Withdrawal,4856.29,Chennai
T1638,C284,2025-01-31 23:57:08,Withdrawal,866.42,Bangalore
T1639,C307,2025-02-10 13:23:48,Withdrawal,3604.41,Chennai
T1640,C709,2025-03-24 12:58:26,Withdrawal,1152.7,Mumbai
T1641,C696,2025-01-16 22:08:19,Deposit,3187.46,Hyderabad
T1642,C592,2025-01-26 23:43:54,Deposit,4423.23,Hyderabad
T1643,C521,2025-02-17 15:55:58,Deposit,2421.14,Bangalore
T1644,C969,2025-02-16 12:26:42,Withdrawal,532.97,Mumbai
T1645,C336,2025-01-15 01:10:47,Deposit,4281.44,Delhi
T1646,C677,2025-03-03 12:54:05,Withdrawal,2443.3,Chennai
T1647,C968,2025-03-20 19:23:26,Deposit,1134.47,Hyderabad
T1648,C677,2025-01-24 03:02:49,Deposit,3133.81,Chennai
T1649,C931,2025-02-03 20:11:14,Withdrawal,3222.16,Mumbai
T1650,C421,2025-03-25 12:21:50,Deposit,3178.51,Mumbai
T1651,C315,2025-02-06 03:15:22,Withdrawal,2743.47,Delhi
T1652,C969,2025-02-18 13:20:48,Withdrawal,4982.47,Mumbai
T1653,C105,2025-02-05 12:56:53,Withdrawal,2280.84,Mumbai
T1654,C806,2025-01-03 04:59:02,Withdrawal,4419.5,Delhi
T1655,C608,2025-01-12 17:58:46,Deposit,1505.95,Bangalore
T1656,C861,2025-01-19 10:03:42,Deposit,412.93,Bangalore
T1657,C238,2025-01-05 13:09:24,Withdrawal,2746.64,Delhi
T1658,C651,2025-03-20 20:31:41,Deposit,4527.85,Chennai
T1659,C848,2025-03-23 23:53:06,Withdrawal,149.09,Chennai
T1660,C661,2025-02-17 17:39:58,Deposit,3089.32,Hyderabad
T1661,C567,2025-03-31 23:40:14,Deposit,2234.81,Delhi
T1662,C699,2025-03-29 01:57:24,Deposit,2200.91,Mumbai
T1663,C813,2025-03-28 22:27:19,Deposit,2988.59,Bangalore
T1664,C872,2025-01-26 19:08:01,Deposit,3036.99,Bangalore
T1665,C935,2025-03-29 08:26:19,Withdrawal,957.03,Delhi
T1666,C469,2025-02-14 01:04:23,Deposit,1898.5,Bangalore
T1667,C103,2025-02-07 23:50:42,Withdrawal,3152.66,Hyderabad
T1668,C666,2025-01-06 13:20:32,Deposit,1816.83,Chennai
T1669,C433,2025-01-12 09:28:01,Deposit,3797.33,Chennai
T1670,C429,2025-01-23 14:34:50,Withdrawal,1567.59,Delhi
T1671,C854,2025-02-22 04:29:02,Deposit,2061.61,Mumbai
T1672,C856,2025-03-04 13:02:53,Withdrawal,3085.62,Bangalore
T1673,C402,2025-03-23 03:56:13,Deposit,3556.06,Mumbai
T1674,C939,2025-01-20 23:01:26,Deposit,670.79,Bangalore
T1675,C302,2025-01-11 13:57:51,Deposit,2749.42,Chennai
T1676,C729,2025-01-26 06:37:23,Withdrawal,3812.42,Hyderabad
T1677,C708,2025-01-09 01:29:25,Deposit,1393.88,Delhi
T1678,C936,2025-02-27 05:10:16,Withdrawal,4198.67,Mumbai
T1679,C117,2025-03-18 17:59:16,Withdrawal,2994.11,Hyderabad
T1680,C545,2025-02-15 20:05:39,Deposit,3577.67,Mumbai
T1681,C130,2025-02-08 15:53:28,Withdrawal,1388.31,Chennai
T1682,C886,2025-03-10 05:11:57,Deposit,4462.23,Bangalore
T1683,C612,2025-02-01 08:07:21,Deposit,1053.25,Chennai
T1684,C575,2025-02-23 07:15:30,Deposit,2281.24,Bangalore
T1685,C240,2025-01-16 22:48:24,Withdrawal,2500.55,Mumbai
T1686,C717,2025-01-29 16:41:59,Withdrawal,1808.87,Delhi
T1687,C134,2025-01-15 23:32:49,Deposit,2068.54,Mumbai
T1688,C971,2025-02-15 22:47:20,Deposit,4967.39,Delhi
T1689,C836,2025-03-04 09:24:58,Withdrawal,312.73,Mumbai
T1690,C199,2025-03-09 17:46:00,Withdrawal,4430.47,Chennai
T1691,C642,2025-03-06 17:23:09,Withdrawal,3024.03,Delhi
T1692,C399,2025-03-17 04:52:10,Deposit,1083.7,Chennai
T1693,C967,2025-01-17 08:37:31,Deposit,692.59,Mumbai
T1694,C145,2025-01-24 19:18:46,Deposit,2744.38,Mumbai
T1695,C144,2025-01-24 21:15:51,Deposit,1432.66,Bangalore
T1696,C903,2025-01-08 23:22:11,Withdrawal,4907.22,Delhi
T1697,C354,2025-03-03 10:35:32,Withdrawal,1770.91,Mumbai
T1698,C367,2025-02-27 22:47:05,Withdrawal,365.11,Hyderabad
T1699,C496,2025-03-31 07:28:04,Withdrawal,3201.88,Chennai
T1700,C718,2025-01-10 14:44:09,Deposit,4212.24,Delhi
T1701,C436,2025-02-11 08:07:12,Withdrawal,1578.33,Bangalore
T1702,C227,2025-03-20 22:14:54,Deposit,429.43,Delhi
T1703,C522,2025-03-24 06:41:59,Deposit,1320.03,Delhi
T1704,C652,2025-03-26 20:28:10,Withdrawal,2257.25,Chennai
T1705,C797,2025-01-03 12:49:17,Withdrawal,3212.24,Bangalore
T1706,C799,2025-03-30 19:57:36,Deposit,4879.49,Mumbai
T1707,C871,2025-02-13 08:25:11,Deposit,4258.52,Hyderabad
T1708,C702,2025-03-15 13:01:54,Deposit,2151.16,Mumbai
T1709,C594,2025-01-31 03:31:03,Deposit,3307.45,Hyderabad
T1710,C612,2025-02-10 17:09:27,Withdrawal,713.93,Bangalore
T1711,C963,2025-01-06 20:28:23,Deposit,1269.74,Bangalore
T1712,C954,2025-01-15 02:56:48,Deposit,2773.26,Mumbai
T1713,C220,2025-01-31 23:49:44,Deposit,4673.1,Bangalore
T1714,C596,2025-03-28 09:20:14,Withdrawal,797.72,Chennai
T1715,C482,2025-01-08 03:56:14,Deposit,382.61,Chennai
T1716,C569,2025-02-26 07:20:50,Deposit,3609.44,Mumbai
T1717,C834,2025-01-30 05:50:20,Withdrawal,1988.84,Chennai
T1718,C517,2025-01-16 06:09:35,Deposit,2229.58,Chennai
T1719,C207,2025-03-31 21:32:41,Withdrawal,3909.45,Delhi
T1720,C590,2025-02-06 09:26:39,Withdrawal,2175.59,Bangalore
T1721,C159,2025-01-09 06:27:23,Withdrawal,499.2,Delhi
T1722,C564,2025-02-18 09:14:58,Deposit,2015.49,Bangalore
T1723,C719,2025-01-15 09:47:52,Withdrawal,1782.47,Chennai
T1724,C100,2025-03-01 18:56:41,Withdrawal,2867.4,Delhi
T1725,C918,2025-02-02 03:43:24,Withdrawal,174.59,Delhi
T1726,C928,2025-01-20 22:16:48,Deposit,990.47,Chennai
T1727,C997,2025-03-04 15:02:45,Withdrawal,1489.01,Bangalore
T1728,C342,2025-01-22 14:37:42,Deposit,1014.96,Mumbai
T1729,C163,2025-03-30 06:23:06,Deposit,2627.53,Chennai
T1730,C749,2025-02-23 17:43:05,Withdrawal,1751.94,Chennai
T1731,C801,2025-02-23 20:49:47,Deposit,3681.43,Hyderabad
T1732,C791,2025-02-20 23:45:01,Withdrawal,553.56,Hyderabad
T1733,C540,2025-02-23 15:52:14,Deposit,4630.64,Mumbai
T1734,C910,2025-03-24 09:14:04,Deposit,3413.87,Bangalore
T1735,C505,2025-03-17 21:35:20,Deposit,1370.4,Chennai
T1736,C546,2025-01-09 05:20:56,Deposit,4287.07,Hyderabad
T1737,C550,2025-02-25 13:07:43,Withdrawal,2712.96,Hyderabad
T1738,C404,2025-01-05 04:24:01,Withdrawal,3594.25,Hyderabad
T1739,C111,2025-01-31 22:59:15,Withdrawal,2101.45,Delhi
T1740,C312,2025-02-14 14:51:32,Deposit,2557.4,Bangalore
T1741,C813,2025-02-25 10:04:23,Deposit,2349.66,Delhi
T1742,C316,2025-02-13 02:30:41,Withdrawal,2028.03,Delhi
T1743,C226,2025-01-16 02:23:35,Withdrawal,1485.53,Hyderabad
T1744,C372,2025-03-02 10:48:28,Withdrawal,4950.04,Chennai
T1745,C307,2025-04-01 06:59:48,Deposit,702.89,Bangalore
T1746,C931,2025-02-15 17:35:34,Deposit,1745.68,Hyderabad
T1747,C864,2025-01-27 18:19:19,Deposit,1491.6,Chennai
T1748,C849,2025-02-14 13:39:34,Deposit,3323.58,Chennai
T1749,C886,2025-03-05 04:40:40,Withdrawal,1020.42,Hyderabad
T1750,C332,2025-02-22 07:30:57,Withdrawal,3293.49,Delhi
T1751,C843,2025-03-03 22:20:55,Deposit,3206.32,Hyderabad
T1752,C698,2025-03-10 01:49:10,Withdrawal,1084.53,Mumbai
T1753,C852,2025-01-13 13:16:04,Deposit,4917.67,Chennai
T1754,C903,2025-03-08 14:30:12,Deposit,1461.57,Bangalore
T1755,C214,2025-01-19 11:57:58,Deposit,4954.04,Hyderabad
T1756,C693,2025-02-16 13:40:33,Withdrawal,4219.47,Delhi
T1757,C986,2025-03-23 14:16:23,Deposit,3364.81,Hyderabad
T1758,C258,2025-03-16 06:10:58,Withdrawal,4913.66,Bangalore
T1759,C223,2025-02-18 10:24:56,Deposit,4703.94,Delhi
T1760,C822,2025-01-03 23:52:02,Deposit,1595.21,Hyderabad
T1761,C917,2025-03-31 07:33:42,Withdrawal,1646.49,Chennai
T1762,C891,2025-01-08 08:54:01,Withdrawal,2507.72,Chennai
